example_id,model,method,warning_type,details
1664,BanglaBERT,SHAP,token_count_mismatch,"tokens=13, attributions=0"
1665,BanglaBERT,SHAP,token_count_mismatch,"tokens=41, attributions=0"
1666,BanglaBERT,SHAP,token_count_mismatch,"tokens=13, attributions=0"
1666,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.40, original_words=5, reconstructed=6"
1667,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1668,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1669,BanglaBERT,SHAP,token_count_mismatch,"tokens=14, attributions=0"
1670,BanglaBERT,SHAP,token_count_mismatch,"tokens=24, attributions=0"
1671,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1672,BanglaBERT,SHAP,token_count_mismatch,"tokens=27, attributions=0"
1673,BanglaBERT,SHAP,token_count_mismatch,"tokens=6, attributions=0"
1674,BanglaBERT,SHAP,token_count_mismatch,"tokens=6, attributions=0"
1675,BanglaBERT,SHAP,token_count_mismatch,"tokens=3, attributions=0"
1676,BanglaBERT,SHAP,token_count_mismatch,"tokens=26, attributions=0"
1677,BanglaBERT,SHAP,token_count_mismatch,"tokens=6, attributions=0"
1678,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1679,BanglaBERT,SHAP,token_count_mismatch,"tokens=5, attributions=0"
1680,BanglaBERT,SHAP,token_count_mismatch,"tokens=20, attributions=0"
1681,BanglaBERT,SHAP,token_count_mismatch,"tokens=34, attributions=0"
1682,BanglaBERT,SHAP,token_count_mismatch,"tokens=7, attributions=0"
1683,BanglaBERT,SHAP,token_count_mismatch,"tokens=4, attributions=0"
1684,BanglaBERT,SHAP,token_count_mismatch,"tokens=15, attributions=0"
1685,BanglaBERT,SHAP,token_count_mismatch,"tokens=15, attributions=0"
1686,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1687,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1688,BanglaBERT,SHAP,token_count_mismatch,"tokens=23, attributions=0"
1689,BanglaBERT,SHAP,token_count_mismatch,"tokens=12, attributions=0"
1690,BanglaBERT,SHAP,token_count_mismatch,"tokens=23, attributions=0"
1691,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1692,BanglaBERT,SHAP,token_count_mismatch,"tokens=14, attributions=0"
1693,BanglaBERT,SHAP,token_count_mismatch,"tokens=91, attributions=0"
1694,BanglaBERT,SHAP,token_count_mismatch,"tokens=16, attributions=0"
1695,BanglaBERT,SHAP,token_count_mismatch,"tokens=21, attributions=0"
1696,BanglaBERT,SHAP,token_count_mismatch,"tokens=47, attributions=0"
1697,BanglaBERT,SHAP,token_count_mismatch,"tokens=4, attributions=0"
1698,BanglaBERT,SHAP,token_count_mismatch,"tokens=4, attributions=0"
1699,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1700,BanglaBERT,SHAP,token_count_mismatch,"tokens=25, attributions=0"
1701,BanglaBERT,SHAP,token_count_mismatch,"tokens=5, attributions=0"
1702,BanglaBERT,SHAP,token_count_mismatch,"tokens=7, attributions=0"
1703,BanglaBERT,SHAP,token_count_mismatch,"tokens=15, attributions=0"
1704,BanglaBERT,SHAP,token_count_mismatch,"tokens=51, attributions=0"
1705,BanglaBERT,SHAP,token_count_mismatch,"tokens=18, attributions=0"
1706,BanglaBERT,SHAP,token_count_mismatch,"tokens=17, attributions=0"
1707,BanglaBERT,SHAP,token_count_mismatch,"tokens=16, attributions=0"
1708,BanglaBERT,SHAP,token_count_mismatch,"tokens=38, attributions=0"
1709,BanglaBERT,SHAP,token_count_mismatch,"tokens=106, attributions=0"
1710,BanglaBERT,SHAP,token_count_mismatch,"tokens=15, attributions=0"
1711,BanglaBERT,SHAP,token_count_mismatch,"tokens=7, attributions=0"
1712,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1713,BanglaBERT,SHAP,token_count_mismatch,"tokens=13, attributions=0"
1714,BanglaBERT,SHAP,token_count_mismatch,"tokens=15, attributions=0"
1715,BanglaBERT,SHAP,token_count_mismatch,"tokens=5, attributions=0"
1716,BanglaBERT,SHAP,token_count_mismatch,"tokens=7, attributions=0"
1717,BanglaBERT,SHAP,token_count_mismatch,"tokens=17, attributions=0"
1718,BanglaBERT,SHAP,token_count_mismatch,"tokens=68, attributions=0"
1719,BanglaBERT,SHAP,token_count_mismatch,"tokens=30, attributions=0"
1720,BanglaBERT,SHAP,token_count_mismatch,"tokens=5, attributions=0"
1721,BanglaBERT,SHAP,token_count_mismatch,"tokens=24, attributions=0"
1722,BanglaBERT,SHAP,token_count_mismatch,"tokens=12, attributions=0"
1723,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1724,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1725,BanglaBERT,SHAP,token_count_mismatch,"tokens=181, attributions=0"
1726,BanglaBERT,SHAP,token_count_mismatch,"tokens=15, attributions=0"
1727,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1727,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.25, original_words=4, reconstructed=6"
1728,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1729,BanglaBERT,SHAP,token_count_mismatch,"tokens=44, attributions=0"
1730,BanglaBERT,SHAP,token_count_mismatch,"tokens=7, attributions=0"
1731,BanglaBERT,SHAP,token_count_mismatch,"tokens=3, attributions=0"
1732,BanglaBERT,SHAP,token_count_mismatch,"tokens=56, attributions=0"
1733,BanglaBERT,SHAP,token_count_mismatch,"tokens=29, attributions=0"
1734,BanglaBERT,SHAP,token_count_mismatch,"tokens=46, attributions=0"
1735,BanglaBERT,SHAP,token_count_mismatch,"tokens=15, attributions=0"
1736,BanglaBERT,SHAP,token_count_mismatch,"tokens=5, attributions=0"
1737,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1738,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1739,BanglaBERT,SHAP,token_count_mismatch,"tokens=7, attributions=0"
1739,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=5"
1740,BanglaBERT,SHAP,token_count_mismatch,"tokens=25, attributions=0"
1741,BanglaBERT,SHAP,token_count_mismatch,"tokens=17, attributions=0"
1742,BanglaBERT,SHAP,token_count_mismatch,"tokens=12, attributions=0"
1743,BanglaBERT,SHAP,token_count_mismatch,"tokens=26, attributions=0"
1744,BanglaBERT,SHAP,token_count_mismatch,"tokens=6, attributions=0"
1745,BanglaBERT,SHAP,token_count_mismatch,"tokens=7, attributions=0"
1746,BanglaBERT,SHAP,token_count_mismatch,"tokens=7, attributions=0"
1747,BanglaBERT,SHAP,token_count_mismatch,"tokens=7, attributions=0"
1747,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.00, original_words=2, reconstructed=5"
1748,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1749,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1750,BanglaBERT,SHAP,token_count_mismatch,"tokens=16, attributions=0"
1751,BanglaBERT,SHAP,token_count_mismatch,"tokens=28, attributions=0"
1752,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1753,BanglaBERT,SHAP,token_count_mismatch,"tokens=32, attributions=0"
1754,BanglaBERT,SHAP,token_count_mismatch,"tokens=17, attributions=0"
1755,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1756,BanglaBERT,SHAP,token_count_mismatch,"tokens=65, attributions=0"
1757,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1758,BanglaBERT,SHAP,token_count_mismatch,"tokens=19, attributions=0"
1759,BanglaBERT,SHAP,token_count_mismatch,"tokens=190, attributions=0"
1760,BanglaBERT,SHAP,token_count_mismatch,"tokens=12, attributions=0"
1761,BanglaBERT,SHAP,token_count_mismatch,"tokens=18, attributions=0"
1762,BanglaBERT,SHAP,token_count_mismatch,"tokens=34, attributions=0"
1763,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1764,BanglaBERT,SHAP,token_count_mismatch,"tokens=17, attributions=0"
1765,BanglaBERT,SHAP,token_count_mismatch,"tokens=27, attributions=0"
1766,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1767,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1768,BanglaBERT,SHAP,token_count_mismatch,"tokens=19, attributions=0"
1769,BanglaBERT,SHAP,token_count_mismatch,"tokens=51, attributions=0"
1770,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1771,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1772,BanglaBERT,SHAP,token_count_mismatch,"tokens=7, attributions=0"
1773,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1774,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1775,BanglaBERT,SHAP,token_count_mismatch,"tokens=22, attributions=0"
1776,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1777,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1778,BanglaBERT,SHAP,token_count_mismatch,"tokens=7, attributions=0"
1779,BanglaBERT,SHAP,token_count_mismatch,"tokens=52, attributions=0"
1780,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1781,BanglaBERT,SHAP,token_count_mismatch,"tokens=6, attributions=0"
1782,BanglaBERT,SHAP,token_count_mismatch,"tokens=13, attributions=0"
1783,BanglaBERT,SHAP,token_count_mismatch,"tokens=37, attributions=0"
1784,BanglaBERT,SHAP,token_count_mismatch,"tokens=18, attributions=0"
1785,BanglaBERT,SHAP,token_count_mismatch,"tokens=14, attributions=0"
1786,BanglaBERT,SHAP,token_count_mismatch,"tokens=26, attributions=0"
1787,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1788,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1789,BanglaBERT,SHAP,token_count_mismatch,"tokens=48, attributions=0"
1790,BanglaBERT,SHAP,token_count_mismatch,"tokens=22, attributions=0"
1791,BanglaBERT,SHAP,token_count_mismatch,"tokens=44, attributions=0"
1792,BanglaBERT,SHAP,token_count_mismatch,"tokens=16, attributions=0"
1793,BanglaBERT,SHAP,token_count_mismatch,"tokens=73, attributions=0"
1794,BanglaBERT,SHAP,token_count_mismatch,"tokens=44, attributions=0"
1795,BanglaBERT,SHAP,token_count_mismatch,"tokens=14, attributions=0"
1796,BanglaBERT,SHAP,token_count_mismatch,"tokens=19, attributions=0"
1796,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.44, original_words=9, reconstructed=14"
1797,BanglaBERT,SHAP,token_count_mismatch,"tokens=30, attributions=0"
1798,BanglaBERT,SHAP,token_count_mismatch,"tokens=16, attributions=0"
1799,BanglaBERT,SHAP,token_count_mismatch,"tokens=35, attributions=0"
1800,BanglaBERT,SHAP,token_count_mismatch,"tokens=45, attributions=0"
1801,BanglaBERT,SHAP,token_count_mismatch,"tokens=5, attributions=0"
1802,BanglaBERT,SHAP,token_count_mismatch,"tokens=16, attributions=0"
1803,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1803,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.33, original_words=6, reconstructed=6"
1804,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1804,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.25, original_words=4, reconstructed=6"
1805,BanglaBERT,SHAP,token_count_mismatch,"tokens=33, attributions=0"
1806,BanglaBERT,SHAP,token_count_mismatch,"tokens=26, attributions=0"
1807,BanglaBERT,SHAP,token_count_mismatch,"tokens=20, attributions=0"
1807,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.38, original_words=8, reconstructed=14"
1808,BanglaBERT,SHAP,token_count_mismatch,"tokens=5, attributions=0"
1809,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1810,BanglaBERT,SHAP,token_count_mismatch,"tokens=14, attributions=0"
1811,BanglaBERT,SHAP,token_count_mismatch,"tokens=32, attributions=0"
1812,BanglaBERT,SHAP,token_count_mismatch,"tokens=45, attributions=0"
1813,BanglaBERT,SHAP,token_count_mismatch,"tokens=18, attributions=0"
1814,BanglaBERT,SHAP,token_count_mismatch,"tokens=22, attributions=0"
1815,BanglaBERT,SHAP,token_count_mismatch,"tokens=23, attributions=0"
1816,BanglaBERT,SHAP,token_count_mismatch,"tokens=15, attributions=0"
1817,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1818,BanglaBERT,SHAP,token_count_mismatch,"tokens=20, attributions=0"
1819,BanglaBERT,SHAP,token_count_mismatch,"tokens=18, attributions=0"
1820,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1820,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.40, original_words=5, reconstructed=7"
1821,BanglaBERT,SHAP,token_count_mismatch,"tokens=12, attributions=0"
1822,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1823,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1824,BanglaBERT,SHAP,token_count_mismatch,"tokens=13, attributions=0"
1825,BanglaBERT,SHAP,token_count_mismatch,"tokens=16, attributions=0"
1826,BanglaBERT,SHAP,token_count_mismatch,"tokens=13, attributions=0"
1827,BanglaBERT,SHAP,token_count_mismatch,"tokens=17, attributions=0"
1828,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1829,BanglaBERT,SHAP,token_count_mismatch,"tokens=4, attributions=0"
1830,BanglaBERT,SHAP,token_count_mismatch,"tokens=18, attributions=0"
1830,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.44, original_words=9, reconstructed=13"
1831,BanglaBERT,SHAP,token_count_mismatch,"tokens=4, attributions=0"
1832,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1833,BanglaBERT,SHAP,token_count_mismatch,"tokens=76, attributions=0"
1834,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1835,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1836,BanglaBERT,SHAP,token_count_mismatch,"tokens=17, attributions=0"
1837,BanglaBERT,SHAP,token_count_mismatch,"tokens=21, attributions=0"
1838,BanglaBERT,SHAP,token_count_mismatch,"tokens=19, attributions=0"
1839,BanglaBERT,SHAP,token_count_mismatch,"tokens=12, attributions=0"
1840,BanglaBERT,SHAP,token_count_mismatch,"tokens=14, attributions=0"
1841,BanglaBERT,SHAP,token_count_mismatch,"tokens=12, attributions=0"
1842,BanglaBERT,SHAP,token_count_mismatch,"tokens=17, attributions=0"
1843,BanglaBERT,SHAP,token_count_mismatch,"tokens=14, attributions=0"
1844,BanglaBERT,SHAP,token_count_mismatch,"tokens=15, attributions=0"
1844,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.33, original_words=9, reconstructed=10"
1845,BanglaBERT,SHAP,token_count_mismatch,"tokens=13, attributions=0"
1846,BanglaBERT,SHAP,token_count_mismatch,"tokens=25, attributions=0"
1847,BanglaBERT,SHAP,token_count_mismatch,"tokens=34, attributions=0"
1847,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.46, original_words=13, reconstructed=27"
1848,BanglaBERT,SHAP,token_count_mismatch,"tokens=36, attributions=0"
1849,BanglaBERT,SHAP,token_count_mismatch,"tokens=15, attributions=0"
1850,BanglaBERT,SHAP,token_count_mismatch,"tokens=7, attributions=0"
1851,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1852,BanglaBERT,SHAP,token_count_mismatch,"tokens=13, attributions=0"
1853,BanglaBERT,SHAP,token_count_mismatch,"tokens=87, attributions=0"
1854,BanglaBERT,SHAP,token_count_mismatch,"tokens=14, attributions=0"
1855,BanglaBERT,SHAP,token_count_mismatch,"tokens=12, attributions=0"
1856,BanglaBERT,SHAP,token_count_mismatch,"tokens=25, attributions=0"
1857,BanglaBERT,SHAP,token_count_mismatch,"tokens=15, attributions=0"
1858,BanglaBERT,SHAP,token_count_mismatch,"tokens=50, attributions=0"
1859,BanglaBERT,SHAP,token_count_mismatch,"tokens=22, attributions=0"
1860,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1861,BanglaBERT,SHAP,token_count_mismatch,"tokens=12, attributions=0"
1862,BanglaBERT,SHAP,token_count_mismatch,"tokens=16, attributions=0"
1863,BanglaBERT,SHAP,token_count_mismatch,"tokens=17, attributions=0"
1864,BanglaBERT,SHAP,token_count_mismatch,"tokens=15, attributions=0"
1865,BanglaBERT,SHAP,token_count_mismatch,"tokens=29, attributions=0"
1866,BanglaBERT,SHAP,token_count_mismatch,"tokens=13, attributions=0"
1867,BanglaBERT,SHAP,token_count_mismatch,"tokens=13, attributions=0"
1868,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1869,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1870,BanglaBERT,SHAP,token_count_mismatch,"tokens=20, attributions=0"
1871,BanglaBERT,SHAP,token_count_mismatch,"tokens=16, attributions=0"
1872,BanglaBERT,SHAP,token_count_mismatch,"tokens=22, attributions=0"
1873,BanglaBERT,SHAP,token_count_mismatch,"tokens=19, attributions=0"
1874,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1875,BanglaBERT,SHAP,token_count_mismatch,"tokens=47, attributions=0"
1876,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1877,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1878,BanglaBERT,SHAP,token_count_mismatch,"tokens=16, attributions=0"
1879,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1880,BanglaBERT,SHAP,token_count_mismatch,"tokens=5, attributions=0"
1881,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1882,BanglaBERT,SHAP,token_count_mismatch,"tokens=12, attributions=0"
1883,BanglaBERT,SHAP,token_count_mismatch,"tokens=17, attributions=0"
1884,BanglaBERT,SHAP,token_count_mismatch,"tokens=6, attributions=0"
1885,BanglaBERT,SHAP,token_count_mismatch,"tokens=6, attributions=0"
1886,BanglaBERT,SHAP,token_count_mismatch,"tokens=17, attributions=0"
1887,BanglaBERT,SHAP,token_count_mismatch,"tokens=19, attributions=0"
1888,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1889,BanglaBERT,SHAP,token_count_mismatch,"tokens=40, attributions=0"
1890,BanglaBERT,SHAP,token_count_mismatch,"tokens=35, attributions=0"
1891,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1892,BanglaBERT,SHAP,token_count_mismatch,"tokens=22, attributions=0"
1893,BanglaBERT,SHAP,token_count_mismatch,"tokens=13, attributions=0"
1894,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1895,BanglaBERT,SHAP,token_count_mismatch,"tokens=51, attributions=0"
1896,BanglaBERT,SHAP,token_count_mismatch,"tokens=24, attributions=0"
1897,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1898,BanglaBERT,SHAP,token_count_mismatch,"tokens=54, attributions=0"
1899,BanglaBERT,SHAP,token_count_mismatch,"tokens=14, attributions=0"
1900,BanglaBERT,SHAP,token_count_mismatch,"tokens=21, attributions=0"
1901,BanglaBERT,SHAP,token_count_mismatch,"tokens=15, attributions=0"
1902,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1902,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=5"
1903,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1904,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1905,BanglaBERT,SHAP,token_count_mismatch,"tokens=6, attributions=0"
1906,BanglaBERT,SHAP,token_count_mismatch,"tokens=3, attributions=0"
1907,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1908,BanglaBERT,SHAP,token_count_mismatch,"tokens=12, attributions=0"
1909,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1910,BanglaBERT,SHAP,token_count_mismatch,"tokens=15, attributions=0"
1911,BanglaBERT,SHAP,token_count_mismatch,"tokens=30, attributions=0"
1912,BanglaBERT,SHAP,token_count_mismatch,"tokens=29, attributions=0"
1913,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1914,BanglaBERT,SHAP,token_count_mismatch,"tokens=14, attributions=0"
1915,BanglaBERT,SHAP,token_count_mismatch,"tokens=18, attributions=0"
1916,BanglaBERT,SHAP,token_count_mismatch,"tokens=24, attributions=0"
1917,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1918,BanglaBERT,SHAP,token_count_mismatch,"tokens=45, attributions=0"
1919,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1919,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.40, original_words=5, reconstructed=9"
1920,BanglaBERT,SHAP,token_count_mismatch,"tokens=20, attributions=0"
1921,BanglaBERT,SHAP,token_count_mismatch,"tokens=12, attributions=0"
1922,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1923,BanglaBERT,SHAP,token_count_mismatch,"tokens=14, attributions=0"
1924,BanglaBERT,SHAP,token_count_mismatch,"tokens=6, attributions=0"
1925,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1926,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1927,BanglaBERT,SHAP,token_count_mismatch,"tokens=6, attributions=0"
1928,BanglaBERT,SHAP,token_count_mismatch,"tokens=15, attributions=0"
1929,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1930,BanglaBERT,SHAP,token_count_mismatch,"tokens=26, attributions=0"
1931,BanglaBERT,SHAP,token_count_mismatch,"tokens=4, attributions=0"
1932,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1933,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1934,BanglaBERT,SHAP,token_count_mismatch,"tokens=13, attributions=0"
1935,BanglaBERT,SHAP,token_count_mismatch,"tokens=32, attributions=0"
1936,BanglaBERT,SHAP,token_count_mismatch,"tokens=19, attributions=0"
1937,BanglaBERT,SHAP,token_count_mismatch,"tokens=22, attributions=0"
1938,BanglaBERT,SHAP,token_count_mismatch,"tokens=7, attributions=0"
1938,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.00, original_words=2, reconstructed=5"
1939,BanglaBERT,SHAP,token_count_mismatch,"tokens=6, attributions=0"
1940,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1941,BanglaBERT,SHAP,token_count_mismatch,"tokens=22, attributions=0"
1942,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1943,BanglaBERT,SHAP,token_count_mismatch,"tokens=6, attributions=0"
1943,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.00, original_words=2, reconstructed=3"
1944,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1945,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1946,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1947,BanglaBERT,SHAP,token_count_mismatch,"tokens=21, attributions=0"
1948,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1949,BanglaBERT,SHAP,token_count_mismatch,"tokens=13, attributions=0"
1950,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1951,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1952,BanglaBERT,SHAP,token_count_mismatch,"tokens=35, attributions=0"
1953,BanglaBERT,SHAP,token_count_mismatch,"tokens=25, attributions=0"
1954,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1955,BanglaBERT,SHAP,token_count_mismatch,"tokens=14, attributions=0"
1956,BanglaBERT,SHAP,token_count_mismatch,"tokens=18, attributions=0"
1957,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1958,BanglaBERT,SHAP,token_count_mismatch,"tokens=8, attributions=0"
1958,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=5"
1959,BanglaBERT,SHAP,token_count_mismatch,"tokens=13, attributions=0"
1960,BanglaBERT,SHAP,token_count_mismatch,"tokens=34, attributions=0"
1961,BanglaBERT,SHAP,token_count_mismatch,"tokens=17, attributions=0"
1962,BanglaBERT,SHAP,token_count_mismatch,"tokens=12, attributions=0"
1963,BanglaBERT,SHAP,token_count_mismatch,"tokens=6, attributions=0"
1964,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1965,BanglaBERT,SHAP,token_count_mismatch,"tokens=7, attributions=0"
1966,BanglaBERT,SHAP,token_count_mismatch,"tokens=78, attributions=0"
1967,BanglaBERT,SHAP,token_count_mismatch,"tokens=16, attributions=0"
1968,BanglaBERT,SHAP,token_count_mismatch,"tokens=19, attributions=0"
1968,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.22, original_words=9, reconstructed=13"
1969,BanglaBERT,SHAP,token_count_mismatch,"tokens=20, attributions=0"
1970,BanglaBERT,SHAP,token_count_mismatch,"tokens=22, attributions=0"
1971,BanglaBERT,SHAP,token_count_mismatch,"tokens=14, attributions=0"
1972,BanglaBERT,SHAP,token_count_mismatch,"tokens=35, attributions=0"
1973,BanglaBERT,SHAP,token_count_mismatch,"tokens=14, attributions=0"
1974,BanglaBERT,SHAP,token_count_mismatch,"tokens=7, attributions=0"
1975,BanglaBERT,SHAP,token_count_mismatch,"tokens=20, attributions=0"
1976,BanglaBERT,SHAP,token_count_mismatch,"tokens=14, attributions=0"
1977,BanglaBERT,SHAP,token_count_mismatch,"tokens=21, attributions=0"
1978,BanglaBERT,SHAP,token_count_mismatch,"tokens=18, attributions=0"
1979,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1980,BanglaBERT,SHAP,token_count_mismatch,"tokens=13, attributions=0"
1980,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.43, original_words=7, reconstructed=9"
1981,BanglaBERT,SHAP,token_count_mismatch,"tokens=16, attributions=0"
1982,BanglaBERT,SHAP,token_count_mismatch,"tokens=43, attributions=0"
1983,BanglaBERT,SHAP,token_count_mismatch,"tokens=13, attributions=0"
1984,BanglaBERT,SHAP,token_count_mismatch,"tokens=24, attributions=0"
1985,BanglaBERT,SHAP,token_count_mismatch,"tokens=21, attributions=0"
1986,BanglaBERT,SHAP,token_count_mismatch,"tokens=10, attributions=0"
1987,BanglaBERT,SHAP,token_count_mismatch,"tokens=7, attributions=0"
1988,BanglaBERT,SHAP,token_count_mismatch,"tokens=13, attributions=0"
1989,BanglaBERT,SHAP,token_count_mismatch,"tokens=11, attributions=0"
1990,BanglaBERT,SHAP,token_count_mismatch,"tokens=9, attributions=0"
1990,BanglaBERT,SHAP,word_reconstruction_fail,"overlap=0.33, original_words=3, reconstructed=7"
1991,BanglaBERT,SHAP,token_count_mismatch,"tokens=20, attributions=0"
1992,BanglaBERT,SHAP,token_count_mismatch,"tokens=6, attributions=0"
1993,BanglaBERT,SHAP,token_count_mismatch,"tokens=4, attributions=0"
1994,BanglaBERT,SHAP,token_count_mismatch,"tokens=6, attributions=0"
1995,BanglaBERT,SHAP,token_count_mismatch,"tokens=7, attributions=0"
